Unique Class Identifier,Subject,Catalog,Descr,Section,Cap Enrl,Pat,Mtg Start,Mtg End,Mode,Descr 1,Career,Term Descr
179010070613669,MUSIC,210-1,SYMPHONY ORCHESTRA,1,80,MW,7:30:00 PM,9:30:00 PM,In Person,Baldwin Auditorium,UGRD,2022 Spring Term
179010070633671,MUSIC,210-2,WIND SYMPHONY,1,80,TTH,7:30:00 PM,9:30:00 PM,In Person,Baldwin Auditorium,UGRD,2022 Spring Term
179010070653673,MUSIC,210-4,JAZZ ENSEMBLE,1,50,MW,7:30:00 PM,9:30:00 PM,In Person,Biddle 019,UGRD,2022 Spring Term
179010070723675,MUSIC,213-1,OPERA THEATER,1,25,MW,5:00:00 PM,7:00:00 PM,In Person,Rubenstein Arts Center 124,UGRD,2022 Spring Term
179010070733677,MUSIC,213-2,CHAPEL CHOIR,1,90,W,6:00:00 PM,8:30:00 PM,In Person,Duke Chapel 0100,UGRD,2022 Spring Term
179010070743678,MUSIC,213-3,CHORALE,1,30,TTH,7:30:00 PM,9:30:00 PM,In Person,Biddle 019,UGRD,2022 Spring Term
179010070753680,MUSIC,361,THEOR/PRAC TONAL MUS II,1,20,MW,10:15:00 AM,11:30:00 AM,In Person,Biddle 101,UGRD,2022 Spring Term
179010070753681,MUSIC,361,THEOR/PRAC TONAL MUS II,01L,20,MW,12:00:00 PM,1:15:00 PM,In Person,Biddle 101,UGRD,2022 Spring Term
179010070793682,MUSIC,463S,THEO/PRAC POST-TONAL MUS,1,18,MW,5:15:00 PM,6:30:00 PM,In Person,Biddle 104,UGRD,2022 Spring Term
179010070833004,MUSIC,390S-1,ADV SP TOP IN MUSIC,2,18,MW,3:30:00 PM,4:45:00 PM,In Person,Classroom Building 136,UGRD,2022 Spring Term
179010071033683,MUSIC,290S-3,SP TOP ETHNOMUSICOLOGY,1,18,TTH,5:15:00 PM,6:30:00 PM,In Person,Biddle 102,UGRD,2022 Spring Term
179010071233684,MUSIC,256S,MUSIC HISTORY II,1,18,TTH,1:45:00 PM,3:00:00 PM,In Person,Biddle 101,UGRD,2022 Spring Term
179010071233685,MEDREN,202S,MUSIC HISTORY II,1,18,TTH,1:45:00 PM,3:00:00 PM,In Person,Biddle 101,UGRD,2022 Spring Term
179010071333686,MUSIC,249,HOLLYWOOD FILM MUSIC,1,25,TTH,5:15:00 PM,6:30:00 PM,In Person,Biddle 101,UGRD,2022 Spring Term
179010071523178,MUSIC,490S,ADVANCED TOPICS IN MUSIC,3,18,TTH,5:15:00 PM,6:30:00 PM,In Person,Classroom Building 106,UGRD,2022 Spring Term
179010071523934,MUSIC,490S,ADVANCED TOPICS IN MUSIC,1,18,MW,10:15:00 AM,11:30:00 AM,In Person,West Duke 08A,UGRD,2022 Spring Term
179010071529403,MUSIC,490S,ADVANCED TOPICS IN MUSIC,4,18,TTH,10:15:00 AM,11:30:00 AM,In Person,Gray 319,UGRD,2022 Spring Term
179010072618817,NAVALSCI,231,NAVAL TACTICAL SYSTEMS,1,10,MWF,8:30:00 AM,9:20:00 AM,In Person,Trent Hall 340,UGRD,2022 Spring Term
179010072658818,NAVALSCI,453,NAVAL OPERATIONS,1,10,MWF,8:30:00 AM,9:45:00 AM,In Person,Trent Hall 368,UGRD,2022 Spring Term
179010075544928,PHYSEDU,113,WEIGHT TRAINING,1,20,MW,10:15:00 AM,11:30:00 AM,In Person,Wilson Center 09,UGRD,2022 Spring Term
179010075544929,PHYSEDU,113,WEIGHT TRAINING,2,20,TTH,10:15:00 AM,11:30:00 AM,In Person,Wilson Center 09,UGRD,2022 Spring Term
179010075648746,PHYSEDU,121,BASKETBALL FOR WOMEN,1,20,MW,3:30:00 PM,4:45:00 PM,In Person,Wilson Center 130,UGRD,2022 Spring Term
179010075694930,PHYSEDU,131,BEGINNING GOLF,1,16,TTH,10:15:00 AM,11:30:00 AM,In Person,Golf Course,UGRD,2022 Spring Term
179010075694931,PHYSEDU,131,BEGINNING GOLF,2,16,WF,12:00:00 PM,1:15:00 PM,In Person,Golf Course,UGRD,2022 Spring Term
179010075704932,PHYSEDU,132,INTERMEDIATE GOLF,1,16,MW,10:15:00 AM,11:30:00 AM,In Person,Golf Course,UGRD,2022 Spring Term
179010075704933,PHYSEDU,132,INTERMEDIATE GOLF,2,16,MW,1:45:00 PM,3:00:00 PM,In Person,Golf Course,UGRD,2022 Spring Term
179010075704934,PHYSEDU,132,INTERMEDIATE GOLF,3,16,TTH,1:45:00 PM,3:00:00 PM,In Person,Golf Course,UGRD,2022 Spring Term
179010075714935,PHYSEDU,133,ADVANCED GOLF,1,16,TTH,12:00:00 PM,1:15:00 PM,In Person,Golf Course,UGRD,2022 Spring Term
179010075757847,PHYSEDU,143,BEGINNING TENNIS,2,18,TTH,1:45:00 PM,3:00:00 PM,In Person,West Campus Tennis Courts,UGRD,2022 Spring Term
179010075757848,PHYSEDU,143,BEGINNING TENNIS,1,18,MW,12:00:00 PM,1:15:00 PM,In Person,East Campus Tennis Courts,UGRD,2022 Spring Term
179010075764937,PHYSEDU,144,INTERMEDIATE TENNIS,1,18,TTH,10:15:00 AM,11:30:00 AM,In Person,West Campus Tennis Courts,UGRD,2022 Spring Term
179010075764938,PHYSEDU,144,INTERMEDIATE TENNIS,2,18,TTH,12:00:00 PM,1:15:00 PM,In Person,West Campus Tennis Courts,UGRD,2022 Spring Term
179010075834939,PHYSEDU,89S,FIRST-YEAR SEMINAR (TOP),1,15,WF,10:15:00 AM,11:30:00 AM,In Person,Brodie Rec Ctr 208,UGRD,2022 Spring Term
179010075944940,PHYSEDU,170,YOGA,1,24,MW,10:15:00 AM,11:30:00 AM,In Person,Wilson Center 125,UGRD,2022 Spring Term
179010075947846,PHYSEDU,170,YOGA,2,24,MW,12:00:00 PM,1:15:00 PM,In Person,Wilson Center 125,UGRD,2022 Spring Term
179010075954941,PHYSEDU,171,INTERMEDIATE YOGA,1,24,TTH,8:30:00 AM,9:45:00 AM,In Person,Wilson Center 125,UGRD,2022 Spring Term
179010075964942,PHYSEDU,104,FUSION FITNESS,1,20,TTH,10:15:00 AM,11:30:00 AM,In Person,Wilson Center 117,UGRD,2022 Spring Term
179010076104943,PHYSEDU,122,BASKETBALL,1,20,MW,1:45:00 PM,3:00:00 PM,In Person,Wilson Center 130,UGRD,2022 Spring Term
179010076107849,PHYSEDU,122,BASKETBALL,2,20,TTH,10:15:00 AM,11:30:00 AM,In Person,Wilson Center 130,UGRD,2022 Spring Term
179010076148748,PHYSEDU,203,DIET AND NUTRITION,1,20,T,5:15:00 PM,7:45:00 PM,In Person,Brodie Rec Ctr 208,UGRD,2022 Spring Term
179010076948207,PHIL,103S,INTRO TO PHILOSOPHY,1,12,WF,10:15:00 AM,11:30:00 AM,In Person,Classroom Building 241,UGRD,2022 Spring Term
179010076948208,PHIL,103S,INTRO TO PHILOSOPHY,2,12,WF,12:00:00 PM,1:15:00 PM,In Person,Classroom Building 241,UGRD,2022 Spring Term
179010076968209,PHIL,150,LOGIC,1,15,WF,1:45:00 PM,3:00:00 PM,In Person,West Duke 204,UGRD,2022 Spring Term
179010076968210,PHIL,150,LOGIC,2,12,WF,12:00:00 PM,1:15:00 PM,In Person,Reuben-Cooke Building 128,UGRD,2022 Spring Term
179010077028211,PHIL,201,HST MODERN PHILOSOPHY,1,30,MW,1:45:00 PM,3:00:00 PM,In Person,Crowell Building 108,UGRD,2022 Spring Term
179010077078212,PHIL,206,PHILOSOPHY OF LAW,1,35,TTH,3:30:00 PM,4:45:00 PM,In Person,East Duke 204D,UGRD,2022 Spring Term
179010077178213,PHIL,216,PROBLEMS IN ETHICAL THEORY,1,18,TTH,5:15:00 PM,6:30:00 PM,In Person,Classroom Building 136,UGRD,2022 Spring Term
179010077448217,PHIL,290S,SEMINAR PHILOSOPHY (TOP),2,18,MW,5:15:00 PM,6:30:00 PM,In Person,Classroom Building 135,UGRD,2022 Spring Term
179010077899282,PHARM,360,DRUGS BRAIN AND BEHAVIOR,1,80,TTH,10:15:00 AM,11:30:00 AM,In Person,Nanaline Duke 147,UGRD,2022 Spring Term
179010077899283,PSY,274,DRUGS BRAIN AND BEHAVIOR,1,80,TTH,10:15:00 AM,11:30:00 AM,In Person,Nanaline Duke 147,UGRD,2022 Spring Term
179010077899284,NEUROSCI,360,DRUGS BRAIN AND BEHAVIOR,1,80,TTH,10:15:00 AM,11:30:00 AM,In Person,Nanaline Duke 147,UGRD,2022 Spring Term
179010078654428,PHYSICS,164L,INTRO EXPERIMENTAL PHYSICS I,01L,16,M,1:30:00 PM,3:30:00 PM,In Person,Physics 146,UGRD,2022 Spring Term
179010078684429,PHYSICS,165L,INTRO EXPERIMENTAL PHYSICS II,01L,16,W,1:30:00 PM,3:30:00 PM,In Person,Physics 146,UGRD,2022 Spring Term
179010078804430,PHYSICS,141L,GENERAL PHYSICS I,1,35,MW,1:45:00 PM,3:00:00 PM,In Person,Physics 150,UGRD,2022 Spring Term
179010078804431,PHYSICS,141L,GENERAL PHYSICS I,2,35,MW,1:45:00 PM,3:00:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010078824432,PHYSICS,142L,GENERAL PHYSICS II,1,100,TTH,10:15:00 AM,11:30:00 AM,In Person,Physics 128,UGRD,2022 Spring Term
179010078844433,PHYSICS,134,INTRO TO ASTRONOMY,1,60,MW,12:00:00 PM,1:15:00 PM,In Person,Physics 130,UGRD,2022 Spring Term
179010078884434,PHYSICS,305,INTRO TO ASTROPHYSICS,1,30,TTH,12:00:00 PM,1:15:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010078914435,PHYSICS,264L,OPTICS & MODERN PHYSICS,1,36,TTH,3:30:00 PM,4:45:00 PM,In Person,Biological Sciences 130,UGRD,2022 Spring Term
179010078918658,PHYSICS,264L,OPTICS & MODERN PHYSICS,01L,12,W,1:45:00 PM,4:15:00 PM,In Person,Physics 005,UGRD,2022 Spring Term
179010078918659,PHYSICS,264L,OPTICS & MODERN PHYSICS,02L,12,F,1:45:00 PM,4:15:00 PM,In Person,Physics 005,UGRD,2022 Spring Term
179010078918660,PHYSICS,264L,OPTICS & MODERN PHYSICS,03L,12,TH,12:00:00 PM,2:30:00 PM,In Person,Physics 005,UGRD,2022 Spring Term
179010078954439,PHYSICS,361,INTERMEDIATE MECHANICS,1,30,TTH,3:30:00 PM,4:45:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010078954440,PHYSICS,361,INTERMEDIATE MECHANICS,2,30,T,5:15:00 PM,7:45:00 PM,In Person,Physics 154,UGRD,2022 Spring Term
179010079054442,PHYSICS,465,QUANTUM MECHANICS II,1,35,MW,5:15:00 PM,6:30:00 PM,In Person,Biological Sciences 154,UGRD,2022 Spring Term
179010080489190,PUBPOL,89S,FIRST-YEAR SEMINAR (TOP),3,18,TTH,3:30:00 PM,4:45:00 PM,In Person,East Duke 204A,UGRD,2022 Spring Term
179010080514250,PUBPOL,155D,INTRO TO POLICY ANALYSIS,1,150,TTH,12:00:00 PM,1:15:00 PM,In Person,Gross Hall 107,UGRD,2022 Spring Term
179010080514251,PUBPOL,155D,INTRO TO POLICY ANALYSIS,01D,15,F,1:45:00 PM,2:35:00 PM,In Person,Sanford 224,UGRD,2022 Spring Term
179010080514252,PUBPOL,155D,INTRO TO POLICY ANALYSIS,02D,15,F,3:30:00 PM,4:20:00 PM,In Person,Rubenstein Hall 149,UGRD,2022 Spring Term
179010080514253,PUBPOL,155D,INTRO TO POLICY ANALYSIS,03D,15,F,3:30:00 PM,4:20:00 PM,In Person,Sanford 224,UGRD,2022 Spring Term
179010080514254,PUBPOL,155D,INTRO TO POLICY ANALYSIS,04D,15,F,1:45:00 PM,2:35:00 PM,In Person,Rubenstein Hall 149,UGRD,2022 Spring Term
179010080514255,PUBPOL,155D,INTRO TO POLICY ANALYSIS,05D,15,F,12:00:00 PM,12:50:00 PM,In Person,Rubenstein Hall 149,UGRD,2022 Spring Term
179010080514256,PUBPOL,155D,INTRO TO POLICY ANALYSIS,06D,15,F,10:15:00 AM,11:05:00 AM,In Person,Rubenstein Hall 149,UGRD,2022 Spring Term
179010080514257,PUBPOL,155D,INTRO TO POLICY ANALYSIS,07D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford 150,UGRD,2022 Spring Term
179010080514258,PUBPOL,155D,INTRO TO POLICY ANALYSIS,08D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford 225,UGRD,2022 Spring Term
179010080514259,PUBPOL,155D,INTRO TO POLICY ANALYSIS,09D,15,F,12:00:00 PM,12:50:00 PM,In Person,Sanford 225,UGRD,2022 Spring Term
179010080514260,PUBPOL,155D,INTRO TO POLICY ANALYSIS,10D,15,F,12:00:00 PM,12:50:00 PM,In Person,Sanford 150,UGRD,2022 Spring Term
179010080544176,PUBPOL,384,PUBLIC SPEAKING,1,16,T,10:15:00 AM,12:45:00 PM,In Person,Bivins 114,UGRD,2022 Spring Term
179010080544177,PUBPOL,384,PUBLIC SPEAKING,2,16,T,1:45:00 PM,4:15:00 PM,In Person,Bivins 114,UGRD,2022 Spring Term
179010080544178,WRITING,384,PUBLIC SPEAKING,1,16,T,10:15:00 AM,12:45:00 PM,In Person,Bivins 114,UGRD,2022 Spring Term
179010080544179,WRITING,384,PUBLIC SPEAKING,2,16,T,1:45:00 PM,4:15:00 PM,In Person,Bivins 114,UGRD,2022 Spring Term
179010080624959,CULANTH,106S,DOC EXPER: A VIDEO APPR,1,12,W,10:15:00 AM,12:45:00 PM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010080624960,CINE,331S,DOC EXPER: A VIDEO APPR,1,12,W,10:15:00 AM,12:45:00 PM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010080624961,HISTORY,125S,DOC EXPER: A VIDEO APPR,1,12,W,10:15:00 AM,12:45:00 PM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010080624962,POLSCI,105S,DOC EXPER: A VIDEO APPR,1,12,W,10:15:00 AM,12:45:00 PM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010080624963,PUBPOL,170S,DOC EXPER: A VIDEO APPR,1,12,W,10:15:00 AM,12:45:00 PM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010080624964,DOCST,105S,DOC EXPER: A VIDEO APPR,1,12,W,10:15:00 AM,12:45:00 PM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010080624965,VMS,106S,DOC EXPER: A VIDEO APPR,1,12,W,10:15:00 AM,12:45:00 PM,In Person,Bridges House 104,UGRD,2022 Spring Term
179010080684261,POLSCI,310,POL ANALY PUB POL MAKING,1,90,TTH,12:00:00 PM,1:15:00 PM,In Person,Sanford 04,UGRD,2022 Spring Term
179010080684262,POLSCI,310,POL ANALY PUB POL MAKING,2,45,MW,3:30:00 PM,4:45:00 PM,In Person,Sanford 05,UGRD,2022 Spring Term
179010080684263,POLSCI,310,POL ANALY PUB POL MAKING,01D,15,F,12:00:00 PM,12:50:00 PM,In Person,Sanford 224,UGRD,2022 Spring Term
179010080684264,POLSCI,310,POL ANALY PUB POL MAKING,02D,15,F,1:45:00 PM,2:35:00 PM,In Person,Rubenstein Hall 151,UGRD,2022 Spring Term
179010080684265,POLSCI,310,POL ANALY PUB POL MAKING,03D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford 224,UGRD,2022 Spring Term
179010080684266,POLSCI,310,POL ANALY PUB POL MAKING,04D,15,F,12:00:00 PM,12:50:00 PM,In Person,Rubenstein Hall 151,UGRD,2022 Spring Term
179010080684267,POLSCI,310,POL ANALY PUB POL MAKING,05D,15,F,1:45:00 PM,2:35:00 PM,In Person,Sanford Room TBA,UGRD,2022 Spring Term
179010080684268,POLSCI,310,POL ANALY PUB POL MAKING,06D,15,F,12:00:00 PM,12:50:00 PM,In Person,Sanford Room TBA,UGRD,2022 Spring Term
179010080684269,POLSCI,310,POL ANALY PUB POL MAKING,07D,15,F,10:15:00 AM,11:05:00 AM,In Person,Rubenstein Hall 151,UGRD,2022 Spring Term
179010080684270,POLSCI,310,POL ANALY PUB POL MAKING,08D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford Room TBA,UGRD,2022 Spring Term
179010080684271,POLSCI,310,POL ANALY PUB POL MAKING,09D,15,F,1:45:00 PM,2:35:00 PM,In Person,Sanford 102,UGRD,2022 Spring Term
179010080684272,PUBPOL,301,POL ANALY PUB POL MAKING,1,90,TTH,12:00:00 PM,1:15:00 PM,In Person,Sanford 04,UGRD,2022 Spring Term
179010080684273,PUBPOL,301,POL ANALY PUB POL MAKING,2,45,MW,3:30:00 PM,4:45:00 PM,In Person,Sanford 05,UGRD,2022 Spring Term
179010080684274,PUBPOL,301,POL ANALY PUB POL MAKING,01D,15,F,12:00:00 PM,12:50:00 PM,In Person,Sanford 224,UGRD,2022 Spring Term
179010080684275,PUBPOL,301,POL ANALY PUB POL MAKING,02D,15,F,1:45:00 PM,2:35:00 PM,In Person,Rubenstein Hall 151,UGRD,2022 Spring Term
179010080684276,PUBPOL,301,POL ANALY PUB POL MAKING,03D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford 224,UGRD,2022 Spring Term
179010080684277,PUBPOL,301,POL ANALY PUB POL MAKING,04D,15,F,12:00:00 PM,12:50:00 PM,In Person,Rubenstein Hall 151,UGRD,2022 Spring Term
179010080684278,PUBPOL,301,POL ANALY PUB POL MAKING,05D,15,F,1:45:00 PM,2:35:00 PM,In Person,Sanford Room TBA,UGRD,2022 Spring Term
179010080684279,PUBPOL,301,POL ANALY PUB POL MAKING,06D,15,F,12:00:00 PM,12:50:00 PM,In Person,Sanford Room TBA,UGRD,2022 Spring Term
179010080684280,PUBPOL,301,POL ANALY PUB POL MAKING,07D,15,F,10:15:00 AM,11:05:00 AM,In Person,Rubenstein Hall 151,UGRD,2022 Spring Term
179010080684281,PUBPOL,301,POL ANALY PUB POL MAKING,08D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford Room TBA,UGRD,2022 Spring Term
179010080684282,PUBPOL,301,POL ANALY PUB POL MAKING,09D,15,F,1:45:00 PM,2:35:00 PM,In Person,Sanford 102,UGRD,2022 Spring Term
179010080714283,PUBPOL,302D,POL CHOICE/VAL CONFLICT,1,45,MW,3:30:00 PM,4:45:00 PM,In Person,Sanford 03,UGRD,2022 Spring Term
179010080714284,PUBPOL,302D,POL CHOICE/VAL CONFLICT,2,45,MW,10:15:00 AM,11:30:00 AM,In Person,Rubenstein Hall 153,UGRD,2022 Spring Term
179010080714285,PUBPOL,302D,POL CHOICE/VAL CONFLICT,3,45,MW,1:45:00 PM,3:00:00 PM,In Person,Rubenstein Hall 153,UGRD,2022 Spring Term
179010080714286,PUBPOL,302D,POL CHOICE/VAL CONFLICT,01D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford 05,UGRD,2022 Spring Term
179010080714287,PUBPOL,302D,POL CHOICE/VAL CONFLICT,02D,15,F,10:15:00 AM,11:05:00 AM,In Person,,UGRD,2022 Spring Term
179010080714288,PUBPOL,302D,POL CHOICE/VAL CONFLICT,03D,15,F,12:00:00 PM,12:50:00 PM,In Person,Sanford 04,UGRD,2022 Spring Term
179010080714289,PUBPOL,302D,POL CHOICE/VAL CONFLICT,04D,15,F,10:15:00 AM,11:05:00 AM,In Person,Sanford 04,UGRD,2022 Spring Term
179010080714290,PUBPOL,302D,POL CHOICE/VAL CONFLICT,05D,15,F,10:15:00 AM,11:05:00 AM,In Person,Rubenstein Hall 153,UGRD,2022 Spring Term
179010080714291,PUBPOL,302D,POL CHOICE/VAL CONFLICT,06D,16,F,12:00:00 PM,12:50:00 PM,In Person,Rubenstein Hall 153,UGRD,2022 Spring Term
179010080714292,PUBPOL,302D,POL CHOICE/VAL CONFLICT,07D,15,F,12:00:00 PM,12:50:00 PM,In Person,,UGRD,2022 Spring Term
179010080714293,PUBPOL,302D,POL CHOICE/VAL CONFLICT,08D,15,F,1:45:00 PM,2:35:00 PM,In Person,Sanford 03,UGRD,2022 Spring Term
179010080714294,PUBPOL,302D,POL CHOICE/VAL CONFLICT,09D,15,F,3:30:00 PM,4:20:00 PM,In Person,Sanford 05,UGRD,2022 Spring Term
179010080817573,PUBPOL,259S,WOMEN AS LEADERS,1,18,TTH,10:15:00 AM,11:30:00 AM,In Person,Sanford 150,UGRD,2022 Spring Term
179010080869205,PUBPOL,260S,LEADERSHIP/POLICY/CHANGE,1,18,T,5:15:00 PM,7:45:00 PM,In Person,Sanford 150,UGRD,2022 Spring Term
179010081503179,PUBPOL,290,SELECTED TOPICS,3,60,TTH,3:30:00 PM,4:45:00 PM,In Person,East Duke 209,UGRD,2022 Spring Term
179010081504305,PUBPOL,290,SELECTED TOPICS,1,25,TTH,10:15:00 AM,11:30:00 AM,In Person,Sanford 07,UGRD,2022 Spring Term
179010081504306,PUBPOL,290,SELECTED TOPICS,2,25,TTH,10:15:00 AM,11:30:00 AM,In Person,Sanford 03,UGRD,2022 Spring Term
179010081508751,PUBPOL,290,SELECTED TOPICS,4,30,TTH,3:30:00 PM,4:45:00 PM,In Person,Sanford 04,UGRD,2022 Spring Term
,,,,,,W,5:15:00 PM,6:05:00 PM,In Person,Sanford 04,UGRD,2022 Spring Term
179010081508752,PUBPOL,290,SELECTED TOPICS,5,20,W,3:30:00 PM,6:00:00 PM,In Person,Sanford Room TBA,UGRD,2022 Spring Term
179010081513833,PUBPOL,290S,SELECTED TOPICS,10,18,MW,1:45:00 PM,3:00:00 PM,In Person,Sanford 102,UGRD,2022 Spring Term
179010081513834,PUBPOL,290S,SELECTED TOPICS,30,12,TH,3:30:00 PM,6:00:00 PM,In Person,Sanford 225,UGRD,2022 Spring Term
179010081513835,PUBPOL,290S,SELECTED TOPICS,40,12,M,1:45:00 PM,4:15:00 PM,In Person,Sanford 225,UGRD,2022 Spring Term
179010081513836,PUBPOL,290S,SELECTED TOPICS,50,15,F,12:00:00 PM,2:30:00 PM,In Person,,UGRD,2022 Spring Term
179010081517845,PUBPOL,290S,SELECTED TOPICS,1,18,W,3:30:00 PM,6:00:00 PM,In Person,Sanford 150,UGRD,2022 Spring Term
179010081517851,PUBPOL,290S,SELECTED TOPICS,2,18,TH,3:30:00 PM,6:00:00 PM,In Person,Sanford 150,UGRD,2022 Spring Term
179010081519125,PUBPOL,290S,SELECTED TOPICS,3,12,T,3:30:00 PM,6:00:00 PM,In Person,Allen 317,UGRD,2022 Spring Term
179010081519909,PUBPOL,290S,SELECTED TOPICS,4,15,TTH,12:00:00 PM,1:15:00 PM,In Person,Sanford 224,UGRD,2022 Spring Term
179010081554307,PUBPOL,495S,HONORS SEMINAR,1,18,F,3:30:00 PM,6:00:00 PM,In Person,Sanford 03,UGRD,2022 Spring Term
179010081554308,PUBPOL,495S,HONORS SEMINAR,2,18,F,3:30:00 PM,6:00:00 PM,In Person,Sanford 102,UGRD,2022 Spring Term
179010081554309,PUBPOL,495S,HONORS SEMINAR,3,18,F,3:30:00 PM,6:00:00 PM,In Person,Rubenstein Hall 151,UGRD,2022 Spring Term
179010081558753,PUBPOL,495S,HONORS SEMINAR,4,5,F,7:00:00 PM,9:30:00 PM,In Person,,UGRD,2022 Spring Term
179010081569917,PUBPOL,496S,HONORS SEMINAR,1,2,F,3:30:00 PM,6:00:00 PM,In Person,,UGRD,2022 Spring Term
179010083225539,POLSCI,89S,FIRST-YEAR SEMINAR (TOP),4,18,T,12:00:00 PM,2:30:00 PM,In Person,Gross Hall 111,UGRD,2022 Spring Term
179010083225540,POLSCI,89S,FIRST-YEAR SEMINAR (TOP),5,18,W,5:15:00 PM,7:45:00 PM,In Person,Physics 205,UGRD,2022 Spring Term
179010083335541,POLSCI,116D,AMER POLITICAL SYSTEM,1,30,TTH,5:15:00 PM,6:05:00 PM,In Person,Allen 103,UGRD,2022 Spring Term
179010083335542,POLSCI,116D,AMER POLITICAL SYSTEM,01D,30,F,5:15:00 PM,6:05:00 PM,In Person,LSRC A155,UGRD,2022 Spring Term
179010083865543,POLSCI,201,PUBLIC OPINION,1,35,MW,1:45:00 PM,3:00:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010084025544,POLSCI,373,LAW AND POLITICS,1,18,W,10:15:00 AM,12:45:00 PM,In Person,Physics 227,UGRD,2022 Spring Term
179010084075545,POLSCI,265S,INTRO AMER POL THOUGHT,1,18,MW,3:30:00 PM,4:45:00 PM,In Person,LSRC D243,UGRD,2022 Spring Term
179010084495546,POLSCI,365D,FOREIGN POLICY OF THE US,1,75,MW,1:45:00 PM,2:35:00 PM,In Person,Gross Hall 103,UGRD,2022 Spring Term
179010084495547,POLSCI,365D,FOREIGN POLICY OF THE US,01D,40,TH,10:15:00 AM,11:05:00 AM,In Person,Perkins LINK 071 (Classroom 5),UGRD,2022 Spring Term
179010084495548,POLSCI,365D,FOREIGN POLICY OF THE US,02D,35,F,10:15:00 AM,11:05:00 AM,In Person,Gross Hall 103,UGRD,2022 Spring Term
179010084495549,PUBPOL,376D,FOREIGN POLICY OF THE US,1,75,MW,1:45:00 PM,2:35:00 PM,In Person,Gross Hall 103,UGRD,2022 Spring Term
179010084495550,PUBPOL,376D,FOREIGN POLICY OF THE US,01D,40,TH,10:15:00 AM,11:05:00 AM,In Person,Perkins LINK 071 (Classroom 5),UGRD,2022 Spring Term
179010084495551,PUBPOL,376D,FOREIGN POLICY OF THE US,02D,35,F,10:15:00 AM,11:05:00 AM,In Person,Gross Hall 103,UGRD,2022 Spring Term
179010084525552,POLSCI,270,AMBITION AND POLITICS,1,35,MW,1:45:00 PM,3:00:00 PM,In Person,Friedl Bldg 107,UGRD,2022 Spring Term
179010084595553,POLSCI,449,PPE CAPSTONE,1,35,TTH,1:45:00 PM,3:00:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010084595554,ECON,389,PPE CAPSTONE,1,35,TTH,1:45:00 PM,3:00:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010084595555,PHIL,465,PPE CAPSTONE,1,35,TTH,1:45:00 PM,3:00:00 PM,In Person,French Science 2237,UGRD,2022 Spring Term
179010087648096,PSY,101,INTRODUCTORY PSYCHOLOGY,1,252,TTH,12:00:00 PM,1:15:00 PM,In Person,Bryan Center Griffith Theater,UGRD,2022 Spring Term
179010087648097,PSY,101,INTRODUCTORY PSYCHOLOGY,01D,14,T,1:45:00 PM,2:35:00 PM,In Person,Old Chemistry 003,UGRD,2022 Spring Term
179010087648098,PSY,101,INTRODUCTORY PSYCHOLOGY,02D,14,T,1:45:00 PM,2:35:00 PM,In Person,Old Chemistry 123,UGRD,2022 Spring Term
179010087648099,PSY,101,INTRODUCTORY PSYCHOLOGY,03D,14,T,3:30:00 PM,4:20:00 PM,In Person,,UGRD,2022 Spring Term
179010087648100,PSY,101,INTRODUCTORY PSYCHOLOGY,04D,14,T,3:30:00 PM,4:20:00 PM,In Person,,UGRD,2022 Spring Term
179010087648101,PSY,101,INTRODUCTORY PSYCHOLOGY,05D,14,T,5:15:00 PM,6:05:00 PM,In Person,Reuben-Cooke Building 238,UGRD,2022 Spring Term
179010087648102,PSY,101,INTRODUCTORY PSYCHOLOGY,06D,14,T,5:15:00 PM,6:05:00 PM,In Person,Social Sciences 109,UGRD,2022 Spring Term
179010087648103,PSY,101,INTRODUCTORY PSYCHOLOGY,07D,14,T,7:00:00 PM,7:50:00 PM,In Person,Reuben-Cooke Building 238,UGRD,2022 Spring Term
179010087648104,PSY,101,INTRODUCTORY PSYCHOLOGY,08D,14,W,8:30:00 AM,9:20:00 AM,In Person,Reuben-Cooke Building 238,UGRD,2022 Spring Term
179010087648105,PSY,101,INTRODUCTORY PSYCHOLOGY,09D,14,W,10:15:00 AM,11:05:00 AM,In Person,Reuben-Cooke Building 238,UGRD,2022 Spring Term
